sports,jogging
sports,judo
sports,jumprope
sports,karate
sports,longjump
sports,minigolf
sports,motorcycle racing
sports,polo
sports,rowing
sports,rugby
sports,sailing
sports,scuba diving
sports,shooting
sports,skiing
sports,sledding
sports,snow-boarding
sports,squash
sports,swimming
sports,table tennis
sports,tennis
sports,triathlon
sports,volleyball
sports,weightlifting
vehicle,airplane
vehicle,bicycle
vehicle,boat
vehicle,bus
vehicle,car
vehicle,dogsled
vehicle,forklift
vehicle,golfcart
vehicle,helicopter
vehicle,horse
vehicle,jet
vehicle,minivan
vehicle,motorcycle
vehicle,porsche
vehicle,racecar
vehicle,rowboat
vehicle,sailboat
vehicle,scooter
vehicle,ship
vehicle,shuttle
vehicle,subway
vehicle,taxi
vehicle,towtruck
vehicle,tractor
vehicle,train
vehicle,tricycle
vehicle,truck
vehicle,tugboat
vehicle,unicycle
vehicle,Scoopy
weapon,atomic bomb
weapon,barbwire
weapon,bayonet
weapon,bazooka
weapon,blowgun
weapon,bomb
weapon,bow and arrow
weapon,cannon
weapon,catapult
weapon,chainsaw
weapon,club
weapon,crossbow
weapon,crowbar
weapon,drill
weapon,dynamite
weapon,grenade
weapon,gun
weapon,hammer
weapon,hand grenade
weapon,handgun
weapon,knife
weapon,land mine
weapon,missile
weapon,revolver
weapon,rifle
weapon,saw
weapon,scissors
weapon,screwdriver
weapon,shotgun
weapon,spear
weapon,sword
weapon,tank
weapon,torpedo
